leg,ok,whyCode,nWaypoints,failWaypoint,minSelfClear,minBoxMargin,minFloorDist,envChecked,tolXY,tolZfloor,tolZceil,seed
sim,1,OK,8,0,0.0172371,0.146876,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,9,0,0.0172371,0.146876,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,40,0,0.0171378,0.15,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,40,0,0.0171378,0.15,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,13,0,0.0171559,0.267503,0.210678,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171559,0.267503,0.210678,1,0.12,0,0.12,NaN
sim,1,OK,2,0,0.0172009,0.41769,0.251218,1,0.12,0,0.12,NaN
hw,1,OK,2,0,0.0172009,0.41769,0.251218,1,0.12,0,0.12,NaN
sim,1,OK,50,0,0.0171705,0.377306,0.180678,1,0.12,0,0.12,NaN
hw,1,OK,50,0,0.0171705,0.377306,0.180678,1,0.12,0,0.12,NaN
sim,1,OK,24,0,0.0171527,0.25034,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,24,0,0.0171527,0.25034,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,11,0,0.017142,0.248422,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,12,0,0.017142,0.248422,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,11,0,0.017142,0.248422,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,12,0,0.017142,0.248422,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,24,0,0.0171527,0.25034,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,24,0,0.0171527,0.25034,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,23,0,0.0171357,0.149121,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,23,0,0.0171357,0.149121,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,8,0,0.0172371,0.146876,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,8,0,0.0172371,0.146876,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,8,0,0.0172371,0.146876,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,9,0,0.0172371,0.146876,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,36,0,0.0171377,0.15,0.146678,1,0.12,0,0.12,NaN
hw,1,OK,36,0,0.0171377,0.15,0.146678,1,0.12,0,0.12,NaN
sim,1,OK,13,0,0.0171265,0.355339,0.0266777,1,0.12,0,0.12,NaN
hw,1,OK,14,0,0.0171265,0.355339,0.0266777,1,0.12,0,0.12,NaN
sim,1,OK,13,0,0.0171265,0.355339,0.0266777,1,0.12,0,0.12,NaN
hw,1,OK,14,0,0.0171265,0.355339,0.0266777,1,0.12,0,0.12,NaN
sim,1,OK,14,0,0.0171377,0.295634,0.146677,1,0.12,0,0.12,NaN
hw,1,OK,14,0,0.0171377,0.295634,0.146677,1,0.12,0,0.12,NaN
sim,1,OK,11,0,0.0171677,0.295634,0.176678,1,0.12,0,0.12,NaN
hw,1,OK,11,0,0.0171677,0.295634,0.176678,1,0.12,0,0.12,NaN
sim,1,OK,2,0,0.0172009,0.41769,0.251218,1,0.12,0,0.12,NaN
hw,1,OK,2,0,0.0172009,0.41769,0.251218,1,0.12,0,0.12,NaN
