leg,ok,whyCode,nWaypoints,failWaypoint,minSelfClear,minBoxMargin,minFloorDist,envChecked,tolXY,tolZfloor,tolZceil,seed
hw,1,OK,9,0,0.0172367,0.146711,0.0606777,1,0.12,0,0.12,NaN
sim,1,OK,60,0,0.0171342,0.15,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,60,0,0.0171342,0.15,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171992,0.383706,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171992,0.383706,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171992,0.383706,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171992,0.383706,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,22,0,0.0171472,0.210654,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,22,0,0.0171472,0.210654,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,10,0,0.0171242,0.206715,0.134678,1,0.12,0,0.12,NaN
hw,1,OK,10,0,0.0171242,0.206715,0.134678,1,0.12,0,0.12,NaN
sim,1,OK,10,0,0.0171242,0.206715,0.134678,1,0.12,0,0.12,NaN
hw,1,OK,11,0,0.0171242,0.206715,0.134678,1,0.12,0,0.12,NaN
sim,1,OK,14,0,0.0171788,0.210654,0.146678,1,0.12,0,0.12,NaN
hw,1,OK,14,0,0.0171788,0.210654,0.146678,1,0.12,0,0.12,NaN
sim,1,OK,44,0,0.017155,0.155168,0.152375,1,0.12,0,0.12,NaN
hw,1,OK,44,0,0.017155,0.155168,0.152375,1,0.12,0,0.12,NaN
sim,1,OK,40,0,0.0171443,0.15,0.156677,1,0.12,0,0.12,NaN
hw,1,OK,40,0,0.0171443,0.15,0.156677,1,0.12,0,0.12,NaN
sim,1,OK,64,0,0.0171368,0.15,0.156678,1,0.12,0,0.12,NaN
hw,1,OK,64,0,0.0171368,0.15,0.156678,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171801,0.26976,0.0606777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171801,0.26976,0.0606777,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171801,0.26976,0.0606777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171801,0.26976,0.0606777,1,0.12,0,0.12,NaN
sim,1,OK,39,0,0.0171409,0.15,0.180678,1,0.12,0,0.12,NaN
hw,1,OK,39,0,0.0171409,0.15,0.180678,1,0.12,0,0.12,NaN
sim,1,OK,8,0,0.0172369,0.146711,0.0606777,1,0.12,0,0.12,NaN
hw,1,OK,8,0,0.0172369,0.146711,0.0606777,1,0.12,0,0.12,NaN
sim,1,OK,8,0,0.0172369,0.146711,0.0606777,1,0.12,0,0.12,NaN
hw,1,OK,9,0,0.0172367,0.146711,0.0606777,1,0.12,0,0.12,NaN
sim,1,OK,43,0,0.0171266,0.15,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,43,0,0.0171266,0.15,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0172553,0.226789,0.0356776,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0172553,0.226789,0.0356776,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0172553,0.226789,0.0356776,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0172553,0.226789,0.0356776,1,0.12,0,0.12,NaN
sim,1,OK,6,0,0.017321,0.226789,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,6,0,0.017321,0.226789,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,9,0,0.0173193,0.226789,0.109678,1,0.12,0,0.12,NaN
hw,1,OK,9,0,0.0173193,0.226789,0.109678,1,0.12,0,0.12,NaN
sim,1,OK,9,0,0.0173193,0.226789,0.109678,1,0.12,0,0.12,NaN
hw,1,OK,10,0,0.0173193,0.226789,0.109678,1,0.12,0,0.12,NaN
sim,1,OK,40,0,0.0171422,0.204596,0.146678,1,0.12,0,0.12,NaN
hw,1,OK,40,0,0.0171422,0.204596,0.146678,1,0.12,0,0.12,NaN
sim,1,OK,11,0,0.0171353,0.202076,0.0266777,1,0.12,0,0.12,NaN
hw,1,OK,12,0,0.0171353,0.202076,0.0266777,1,0.12,0,0.12,NaN
sim,1,OK,11,0,0.0171353,0.202076,0.0266777,1,0.12,0,0.12,NaN
hw,1,OK,12,0,0.0171353,0.202076,0.0266777,1,0.12,0,0.12,NaN
sim,1,OK,26,0,0.0171466,0.204595,0.146677,1,0.12,0,0.12,NaN
hw,1,OK,26,0,0.0171466,0.204595,0.146677,1,0.12,0,0.12,NaN
sim,1,OK,36,0,0.0171251,0.15,0.156678,1,0.12,0,0.12,NaN
hw,1,OK,36,0,0.0171251,0.15,0.156678,1,0.12,0,0.12,NaN
sim,1,OK,45,0,0.0172276,0.150018,0.146678,1,0.12,0,0.12,NaN
hw,1,OK,45,0,0.0172276,0.150018,0.146678,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.017162,0.145503,0.0266776,1,0.12,0,0.12,NaN
hw,1,OK,12,0,0.017162,0.145503,0.0266776,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.017162,0.145503,0.0266776,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.017162,0.145503,0.0266776,1,0.12,0,0.12,NaN
sim,1,OK,48,0,0.0171501,0.150045,0.146669,1,0.12,0,0.12,NaN
hw,1,OK,48,0,0.0171501,0.150045,0.146669,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171676,0.230161,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171676,0.230161,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171676,0.230161,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171643,0.230161,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,17,0,0.0171434,0.230161,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,17,0,0.0171434,0.230161,0.155678,1,0.12,0,0.12,NaN
