iso_time,status,label,nWaypoints
2026-07-29T17:51:50.691,reached,leg,2
2026-07-29T17:51:51.368,attempt,leg,2
2026-07-29T17:51:54.227,reached,leg,2
2026-07-29T17:51:58.395,attempt,leg,3
2026-07-29T17:52:01.780,reached,leg,3
2026-07-29T17:52:13.930,attempt,leg,2
2026-07-29T17:52:20.659,reached,leg,2
2026-07-29T17:52:24.970,attempt,leg,3
2026-07-29T17:52:28.666,reached,leg,3
2026-07-29T17:52:33.057,attempt,leg,3
2026-07-29T17:52:36.739,reached,leg,3
2026-07-29T17:54:06.321,attempt,leg,2
2026-07-29T17:54:11.553,reached,leg,2
2026-07-29T17:54:27.682,attempt,leg,2
2026-07-29T17:54:34.008,reached,leg,2
2026-07-29T17:54:40.359,attempt,leg,2
2026-07-29T17:54:47.696,reached,leg,2
2026-07-29T17:54:48.584,attempt,leg,2
2026-07-29T17:54:51.881,reached,leg,2
2026-07-29T17:54:56.290,attempt,leg,3
2026-07-29T17:55:00.119,reached,leg,3
2026-07-29T17:55:07.321,attempt,leg,2
2026-07-29T17:55:14.881,reached,leg,2
2026-07-29T17:55:19.272,attempt,leg,3
2026-07-29T17:55:23.171,reached,leg,3
2026-07-29T17:55:27.649,attempt,leg,3
2026-07-29T17:55:31.537,reached,leg,3
2026-07-29T17:55:43.928,attempt,leg,2
2026-07-29T17:55:47.976,reached,leg,2
