leg,ok,whyCode,nWaypoints,failWaypoint,minSelfClear,minBoxMargin,minFloorDist,envChecked,tolXY,tolZfloor,tolZceil,seed
sim,1,OK,12,0,0.0171583,0.288387,0.0356776,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171583,0.288387,0.0356776,1,0.12,0,0.12,NaN
sim,1,OK,16,0,0.017189,0.139484,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,16,0,0.017189,0.139484,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,10,0,0.017208,0.135727,0.134678,1,0.12,0,0.12,NaN
hw,1,OK,10,0,0.017208,0.135727,0.134678,1,0.12,0,0.12,NaN
sim,1,OK,10,0,0.017208,0.135727,0.134678,1,0.12,0,0.12,NaN
hw,1,OK,11,0,0.017208,0.135727,0.134678,1,0.12,0,0.12,NaN
sim,1,OK,82,0,0.0171714,0.139484,0.146678,1,0.12,0,0.12,NaN
hw,1,OK,82,0,0.0171714,0.139484,0.146678,1,0.12,0,0.12,NaN
sim,1,OK,83,0,0.0171711,0.15,0.146678,1,0.12,0,0.12,NaN
hw,1,OK,83,0,0.0171711,0.15,0.146678,1,0.12,0,0.12,NaN
sim,1,OK,38,0,0.0171618,0.15,0.219678,1,0.12,0,0.12,NaN
hw,1,OK,38,0,0.0171618,0.15,0.219678,1,0.12,0,0.12,NaN
sim,1,OK,6,0,0.0171668,0.308802,0.199678,1,0.12,0,0.12,NaN
hw,1,OK,7,0,0.0171668,0.308802,0.199678,1,0.12,0,0.12,NaN
sim,1,OK,6,0,0.0171668,0.308802,0.199678,1,0.12,0,0.12,NaN
hw,1,OK,7,0,0.0171668,0.308802,0.199678,1,0.12,0,0.12,NaN
sim,1,OK,28,0,0.0171485,0.175168,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,28,0,0.0171485,0.175168,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171285,0.168858,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,12,0,0.0171285,0.168858,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,12,0,0.0171285,0.168858,0.0356777,1,0.12,0,0.12,NaN
hw,1,OK,13,0,0.0171285,0.168858,0.0356777,1,0.12,0,0.12,NaN
sim,1,OK,19,0,0.017141,0.175168,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,19,0,0.017141,0.175168,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,26,0,0.0171799,0.205379,0.156678,1,0.12,0,0.12,NaN
hw,1,OK,26,0,0.0171799,0.205379,0.156678,1,0.12,0,0.12,NaN
sim,1,OK,49,0,0.0171369,0.20538,0.155678,1,0.12,0,0.12,NaN
hw,1,OK,49,0,0.0171369,0.20538,0.155678,1,0.12,0,0.12,NaN
sim,1,OK,41,0,0.0171924,0.386428,0.15725,1,0.12,0,0.12,NaN
hw,1,OK,41,0,0.0171924,0.386428,0.15725,1,0.12,0,0.12,NaN
